GEOID,B15002e3-y,B15002e4-y,B15002e5-y,B15002e6-y,B15002e7-y,B15002e8-y,B15002e9-y,B15002e10-y,B15002e11-y,B15002e12-y,B15002e13-y,B15002e14-y,B15002e15-y,B15002e16-y,B15002e17-y,B15002e18-y,B15002e20-y,B15002e21-y,B15002e22-y,B15002e23-y,B15002e24-y,B15002e25-y,B15002e26-y,B15002e27-y,B15002e28-y,B15002e29-y,B15002e30-y,B15002e31-y,B15002e32-y,B15002e33-y,B15002e34-y,B15002e35-y
15000US060375418011,99,14,72,0,26,20,0,19,46,35,25,12,0,0,0,0,75,14,29,0,23,0,19,10,145,0,101,24,0,5,0,0
15000US060375418012,0,33,67,7,54,17,16,40,114,74,46,52,31,0,0,0,40,18,135,0,48,16,51,36,191,50,99,28,99,33,0,21
15000US060375418013,11,49,0,10,32,0,39,0,175,0,65,0,0,0,0,0,56,61,25,18,8,26,54,14,121,40,51,7,27,0,0,0
15000US060375418021,40,0,36,0,10,17,0,0,56,47,12,30,0,0,0,0,27,23,33,35,0,12,10,0,59,12,49,14,12,0,0,0
15000US060375418022,0,28,101,0,9,55,22,0,109,0,61,17,26,17,0,0,0,29,90,0,0,0,13,67,188,29,61,25,57,16,13,0
15000US060375418023,100,36,13,0,12,40,40,40,169,22,43,33,0,0,0,0,87,18,17,0,6,29,48,48,129,56,53,5,0,15,0,0
15000US060375418024,5,0,9,0,53,5,0,63,47,12,15,0,21,0,0,0,0,0,33,31,36,13,0,0,88,0,55,0,0,0,0,0
15000US060375420001,7,61,0,0,0,0,0,57,87,0,63,6,16,0,0,0,6,39,18,0,0,0,6,23,144,10,85,65,23,0,6,0
15000US060375420002,6,0,56,17,24,4,42,18,206,0,26,32,15,0,0,0,27,10,16,0,0,0,12,36,187,0,97,13,30,14,0,0
15000US060375420003,60,46,55,8,11,41,62,0,217,20,128,0,17,23,0,0,36,52,84,51,0,0,9,0,233,26,141,12,26,39,0,11
15000US060375421031,60,11,60,9,35,44,13,3,149,23,27,32,8,0,0,0,33,34,66,32,17,11,15,21,111,39,86,0,12,0,0,0
15000US060375421032,9,7,42,19,0,13,8,46,56,12,24,20,25,0,0,0,12,6,24,23,3,15,27,0,31,11,57,42,8,0,0,0
15000US060375421033,12,14,40,28,10,5,15,30,72,40,6,13,22,2,0,0,21,32,34,28,26,22,4,12,84,30,59,11,10,6,0,0
15000US060375421041,13,54,14,44,21,44,38,13,141,40,88,8,34,0,0,4,26,40,39,13,3,32,34,19,125,42,90,0,13,10,0,0
15000US060375421042,29,0,24,15,0,4,8,30,100,21,21,24,6,0,0,0,38,9,50,26,0,14,14,3,79,6,68,15,6,16,0,0
15000US060375421043,0,6,9,0,9,7,4,13,86,24,21,8,4,0,0,0,15,0,16,8,0,0,6,6,41,28,11,19,4,6,0,0
15000US060375421051,14,79,58,31,6,67,57,50,127,0,31,0,0,0,0,0,22,10,25,94,18,14,19,79,39,33,51,14,17,5,0,0
15000US060375421052,39,47,10,34,0,0,0,0,0,0,0,34,0,0,0,0,0,31,34,36,0,0,8,0,99,43,12,0,0,0,0,0
15000US060375421053,52,14,84,0,31,17,49,13,151,42,54,22,37,0,0,0,50,13,112,95,22,0,3,28,120,66,57,0,0,25,0,0
15000US060375421061,59,12,30,14,21,25,23,9,48,0,17,10,11,0,6,0,21,13,16,8,25,27,19,26,69,16,51,58,5,0,6,0
15000US060375421062,0,21,72,59,16,25,17,9,62,23,27,22,23,0,0,0,21,0,52,45,13,0,4,18,170,13,72,26,39,0,0,0
15000US060375421063,17,10,13,0,10,5,18,16,43,15,7,0,0,0,0,0,11,0,9,12,0,0,29,0,39,0,22,0,0,0,0,0
15000US060375422001,19,46,66,20,0,27,17,17,214,67,61,6,12,0,0,0,77,35,85,46,63,17,0,52,204,79,82,29,37,9,8,0
15000US060375422002,36,64,141,50,97,14,88,44,263,7,99,21,14,0,0,0,67,45,167,63,42,36,59,14,276,32,97,67,30,31,0,0
15000US060375422003,0,26,73,5,7,0,0,19,93,10,96,38,0,0,0,0,16,25,62,0,0,14,0,8,85,0,93,20,30,0,0,0
15000US060375424011,9,18,0,56,16,2,8,25,26,26,94,0,24,8,0,0,14,0,27,11,0,0,9,9,85,36,89,33,30,8,0,0
15000US060375424012,18,6,95,0,3,12,0,58,100,24,92,3,16,0,0,0,31,27,80,4,69,15,0,19,111,3,56,45,46,0,0,0
15000US060375424013,7,0,0,0,0,17,30,0,155,7,61,33,10,0,0,0,0,0,0,18,8,0,0,7,111,37,35,12,0,0,0,0
15000US060375424014,34,6,17,0,0,14,27,0,71,0,60,0,37,0,0,0,13,14,29,0,0,0,0,8,93,0,121,6,9,21,0,0
15000US060375424021,23,10,12,39,13,13,32,50,136,11,29,0,24,6,0,0,8,23,37,50,29,0,26,39,159,10,58,28,30,28,0,0
15000US060375424022,4,0,22,0,0,16,0,0,53,59,50,27,21,0,0,0,10,7,0,0,12,11,0,5,75,0,53,47,42,0,0,0
15000US060375424023,6,25,22,0,6,0,43,7,56,12,46,5,13,0,14,0,12,25,19,28,9,6,0,20,64,7,22,45,17,0,0,0
15000US060375425011,44,0,34,0,12,0,17,56,245,11,97,55,95,7,0,0,0,18,59,10,21,2,19,41,255,56,152,45,122,41,0,0
15000US060375425012,73,73,124,7,0,5,0,37,72,22,27,54,58,0,0,0,38,24,63,0,40,30,40,35,158,25,83,49,46,0,0,0
15000US060375425021,10,16,15,68,10,0,20,0,29,25,48,50,65,3,0,0,0,15,49,52,0,0,40,0,31,8,88,29,52,23,0,0
15000US060375425022,23,0,80,0,0,0,0,0,0,17,17,0,0,0,0,0,0,0,16,0,0,0,19,0,51,11,41,0,38,0,0,0
15000US060375425023,32,17,1,67,0,0,0,31,118,0,31,0,0,0,0,0,12,2,19,15,0,13,0,33,44,15,102,21,0,0,0,0
15000US060375425024,0,18,80,7,0,63,27,16,88,0,124,26,9,0,0,0,13,66,0,0,56,5,21,33,96,34,168,38,0,0,0,0
15000US060375426011,11,21,27,17,5,5,0,12,57,0,7,15,0,15,0,0,23,31,18,15,18,0,0,8,22,9,37,11,6,4,0,0
15000US060375426012,13,17,53,17,4,11,0,7,91,0,39,12,20,1,0,0,12,24,29,8,5,14,11,0,113,0,86,16,47,0,0,0
15000US060375426013,34,0,20,8,21,12,27,0,83,25,20,0,15,0,0,0,53,23,38,23,8,0,0,0,56,4,67,0,10,0,0,0
15000US060375426021,11,0,40,25,34,0,8,10,41,17,39,47,89,6,0,0,45,11,46,34,32,0,0,9,66,47,28,64,23,42,0,0
15000US060375426022,64,49,132,60,77,11,61,36,144,0,142,0,24,14,0,0,80,0,73,84,13,31,41,55,297,69,104,30,32,12,0,0
15000US060375426023,17,10,0,32,0,13,27,7,88,0,48,25,14,13,0,8,34,9,41,0,39,6,0,30,102,10,73,23,51,0,0,0
15000US060375427001,0,26,67,0,8,24,5,29,36,11,15,34,0,8,0,0,4,62,17,16,32,14,16,7,98,17,8,18,21,0,0,0
15000US060375427002,25,0,0,34,0,8,0,31,39,22,0,67,35,7,0,0,12,0,0,42,0,19,8,0,122,35,9,61,0,0,0,0
15000US060375427003,11,30,47,0,12,24,32,16,82,82,61,31,60,13,41,0,32,0,14,0,65,12,41,15,94,67,91,22,42,13,13,0
15000US060375427004,37,0,59,19,0,0,0,25,121,5,110,19,0,0,0,0,52,0,25,35,0,5,17,0,126,30,12,0,21,18,0,0
15000US060375427005,0,0,25,37,0,9,0,0,16,11,8,16,26,0,0,0,0,0,7,27,16,10,9,0,23,0,6,8,0,10,0,0
15000US060375428001,0,6,14,5,10,5,10,35,55,16,96,35,62,0,0,0,10,0,9,9,8,21,29,14,124,45,148,63,50,15,0,0
15000US060375428002,12,15,27,0,17,0,0,17,111,10,60,0,4,0,0,0,6,4,14,6,17,0,16,6,124,22,48,51,14,20,0,0
15000US060375428003,5,43,0,0,0,0,0,0,54,6,26,5,9,0,0,6,14,11,0,5,0,0,0,0,72,7,47,61,21,22,0,0
15000US060375429001,11,48,92,6,28,20,0,0,218,5,66,16,13,15,0,8,37,6,75,23,42,0,5,31,128,52,82,27,43,9,0,0
15000US060375429002,0,11,49,32,35,12,2,21,188,21,37,26,1,21,0,0,16,19,40,0,0,7,0,43,45,25,67,46,53,0,0,0
15000US060375430001,12,0,31,0,7,11,2,0,52,14,39,0,15,6,0,0,8,43,0,0,32,0,10,93,78,0,50,64,24,0,0,0
15000US060375430002,0,0,31,0,0,0,0,0,87,32,8,0,11,0,0,0,0,0,17,20,0,9,9,0,31,14,8,7,35,14,0,0
15000US060375430003,33,0,24,58,0,0,0,8,50,14,89,7,0,0,0,0,0,0,51,44,8,0,10,0,81,7,61,82,7,0,0,0
15000US060375430004,30,0,0,0,0,0,0,0,89,16,173,14,0,50,11,0,0,0,7,28,0,0,0,42,109,41,116,48,48,24,0,0
15000US060375430005,21,0,0,0,0,0,0,38,53,24,67,0,0,31,8,0,0,0,17,0,0,0,0,49,31,16,84,21,39,0,0,0
15000US060375431001,7,23,0,0,0,0,0,56,62,12,86,27,9,30,0,0,44,0,16,21,0,23,10,0,38,41,84,97,0,10,0,0
15000US060375431002,0,0,0,0,0,9,0,14,0,27,46,8,0,11,0,0,0,14,11,7,15,0,0,0,27,0,78,21,31,12,0,0
15000US060375431003,30,0,19,0,0,0,0,13,54,7,36,30,0,0,0,0,37,32,10,8,0,9,0,18,71,32,49,0,0,39,30,0
15000US060375431004,5,61,16,25,26,0,12,10,58,21,86,0,37,0,0,0,6,35,105,2,0,0,10,28,126,17,77,10,32,0,0,0
15000US060375431005,0,0,0,0,0,0,0,0,9,10,13,0,50,9,0,0,0,0,0,10,0,63,9,12,32,0,96,26,12,16,0,0
15000US060375431006,0,0,0,0,8,0,0,0,93,0,88,82,0,0,0,0,0,0,0,25,0,0,10,0,52,32,141,36,25,9,0,0
15000US060375431007,13,31,64,0,16,0,29,50,131,13,47,8,12,0,0,0,35,0,44,6,0,0,14,7,297,0,97,0,0,12,0,16
15000US060375432011,12,10,86,11,34,0,0,26,116,6,107,31,4,18,0,0,8,9,21,20,14,0,21,56,182,16,142,55,37,17,0,0
15000US060375432012,20,48,10,42,23,13,14,8,220,9,109,44,19,13,0,0,0,20,32,7,24,15,28,11,150,37,126,24,20,28,0,0
15000US060375432021,29,15,29,20,0,0,52,7,98,66,100,0,0,1,0,0,44,18,33,0,0,26,16,14,172,29,71,0,65,0,0,0
15000US060375432022,8,15,55,32,77,0,6,30,5,0,42,8,13,0,0,0,8,11,46,47,60,0,28,29,22,0,58,0,25,0,0,0
15000US060375432023,17,14,31,64,0,0,29,0,97,24,50,0,25,44,0,0,7,39,40,12,0,0,21,8,84,0,19,13,20,0,0,0
15000US060375432024,34,4,0,34,0,0,31,34,119,21,47,0,0,0,0,0,48,15,31,17,0,0,0,10,79,0,22,14,0,0,0,0
15000US060375433041,0,0,0,0,0,0,0,41,178,56,209,6,101,0,0,0,0,0,0,0,36,0,11,0,53,48,173,66,99,29,8,0
15000US060375433042,17,5,0,0,11,0,16,30,124,58,149,49,113,54,8,34,35,0,7,0,0,9,28,11,146,33,164,41,141,154,0,0
15000US060375433043,4,0,0,0,0,0,13,0,45,52,109,42,54,0,0,7,4,0,0,0,0,0,0,19,103,40,93,64,117,92,18,0
15000US060375433044,0,0,11,4,0,0,0,4,127,46,43,92,128,9,0,0,0,0,27,0,0,0,0,0,63,32,89,79,35,112,0,0
15000US060375433051,12,0,23,0,91,56,12,72,305,78,233,91,60,24,0,0,29,11,58,21,3,0,22,40,552,72,264,145,144,11,0,0
15000US060375433061,68,0,0,38,0,0,40,8,230,27,120,160,185,5,68,0,42,17,60,12,0,49,26,46,176,41,187,102,221,13,0,0
15000US060375433062,27,0,0,10,0,0,0,63,120,12,74,33,50,37,18,0,42,0,0,0,9,0,0,0,149,0,15,26,134,102,0,0
15000US060375433063,0,0,0,0,0,0,0,25,52,14,13,0,19,42,25,0,0,14,0,0,0,0,0,0,40,11,0,12,68,27,0,37
15000US060375433064,11,0,12,0,32,12,109,53,335,120,158,74,124,37,0,0,83,0,22,18,31,7,12,21,271,40,170,45,252,10,13,12
15000US060375433211,11,0,46,42,31,12,39,17,115,80,288,72,202,99,0,37,0,0,31,37,5,0,0,18,167,61,328,101,272,147,39,9
15000US060375433212,7,14,0,0,0,0,26,17,168,40,248,80,122,104,0,45,10,0,0,0,0,14,7,12,230,111,107,93,163,159,7,0
15000US060375433221,0,9,19,15,0,38,0,0,191,35,77,61,62,11,0,0,0,0,0,0,18,0,0,0,91,0,344,62,128,17,0,0
15000US060375433222,52,0,13,0,0,0,16,0,47,79,105,18,43,0,0,20,0,0,0,28,0,0,0,0,21,0,114,31,151,16,0,0
15000US060375433223,26,0,26,0,0,22,12,109,111,106,173,73,230,140,0,0,24,0,0,15,0,0,0,18,36,23,236,32,168,187,0,0
15000US060375433224,16,0,0,0,0,0,0,15,0,15,0,41,17,0,0,0,16,0,0,0,0,0,0,0,14,15,18,18,27,37,0,0
15000US060375433225,0,0,0,0,0,14,0,18,86,17,21,18,22,35,15,0,70,24,23,0,0,0,0,19,136,44,95,11,148,126,44,21
15000US060375434001,38,14,31,6,5,17,0,15,150,14,74,48,121,15,12,5,74,0,69,0,12,43,0,40,172,53,98,45,80,4,4,0
15000US060375434002,26,21,44,5,18,22,11,7,132,29,139,14,24,28,7,0,39,14,41,27,12,29,17,5,117,52,67,26,93,40,0,0
15000US060375434003,20,0,0,4,0,0,3,17,102,6,45,33,47,0,0,0,11,0,18,0,4,3,0,16,57,7,47,27,22,29,0,0
15000US060375435011,30,0,0,11,0,0,0,11,145,0,100,0,67,10,18,0,22,51,0,10,0,0,31,17,107,49,46,29,33,0,0,0
15000US060375435012,0,48,17,12,12,14,28,8,80,34,52,7,81,26,0,0,21,22,55,0,37,0,0,0,168,17,13,17,172,5,0,0
15000US060375435013,60,24,22,0,0,0,0,59,163,24,178,65,26,24,0,0,48,23,24,14,0,0,15,0,188,90,115,117,158,15,0,0
15000US060375435014,0,13,0,0,0,0,0,0,184,0,122,53,144,108,0,12,30,43,92,17,55,0,38,38,240,28,111,115,193,75,0,0
15000US060375435021,0,47,41,34,34,0,0,24,77,14,59,24,58,47,13,0,13,0,21,30,0,0,11,39,81,14,87,71,114,18,0,0
15000US060375435022,37,0,43,0,0,16,31,0,128,23,30,17,33,12,0,0,27,0,0,29,0,0,7,16,101,25,10,0,65,9,0,0
15000US060375435023,46,2,0,0,0,0,44,8,260,17,67,64,105,46,0,0,14,0,0,0,12,16,0,22,167,23,114,92,140,55,9,0
15000US060375435031,62,16,0,8,44,0,6,0,187,54,201,45,298,62,0,8,50,0,8,28,18,14,33,28,252,26,142,66,412,75,8,7
15000US060375435032,4,28,52,16,0,12,23,27,289,41,106,125,342,46,17,0,66,15,65,39,25,21,19,57,205,75,108,68,227,89,10,0
15000US060375436011,9,18,40,8,33,10,0,25,334,57,200,109,324,80,0,0,70,16,61,53,59,0,15,17,250,68,276,213,367,31,0,4
15000US060375436021,0,0,80,6,23,0,6,9,472,20,422,111,245,25,21,20,53,88,107,35,22,0,22,6,343,145,272,116,444,134,27,0
15000US060375436022,0,0,30,0,65,0,20,0,75,32,50,48,306,62,0,16,0,0,24,0,7,0,0,0,110,13,122,85,255,39,15,0
15000US060375436023,52,0,0,13,0,11,0,0,105,0,61,0,289,26,0,0,20,32,0,0,0,0,0,0,115,12,140,51,204,59,0,0
15000US060375436031,0,7,0,0,18,0,35,20,159,58,145,65,148,65,0,7,15,0,18,0,10,28,17,25,196,82,128,139,250,49,8,20
15000US060375436032,0,0,0,14,0,0,6,0,118,90,86,57,218,132,44,6,10,9,0,0,0,0,0,15,149,98,98,130,111,56,50,0
15000US060375436041,35,30,33,0,0,19,32,0,306,29,230,68,263,39,0,0,20,12,71,7,8,9,38,36,193,36,191,139,298,92,16,0
15000US060375436042,8,35,20,0,0,11,34,14,235,72,150,92,167,0,46,0,78,9,8,0,81,8,11,20,138,64,86,80,183,9,8,0
15000US060375437011,0,17,72,11,0,0,0,19,122,55,80,24,71,9,0,0,12,15,51,31,0,0,5,8,96,27,69,44,111,18,6,0
15000US060375437012,48,12,53,0,18,0,6,11,85,7,54,27,61,5,0,0,48,32,68,8,4,20,17,16,89,4,98,30,72,21,0,0
15000US060375437021,32,30,16,0,29,0,9,11,63,14,90,68,69,23,7,0,0,29,22,0,28,0,0,15,107,14,82,30,84,0,9,9
15000US060375437022,26,17,88,0,32,8,0,51,125,20,140,77,133,29,0,18,73,36,53,38,48,26,26,10,198,29,131,59,181,29,0,8
15000US060375437023,13,0,0,9,0,16,23,0,59,4,28,68,8,0,0,0,0,0,12,0,0,7,0,23,43,25,21,9,7,16,0,0
15000US060375437024,46,0,0,0,0,19,0,0,139,0,95,38,16,9,0,0,39,0,11,0,0,0,44,0,76,34,35,6,82,7,6,0
15000US060375437025,9,0,35,0,0,0,29,0,54,38,51,80,34,0,0,0,21,9,6,0,0,0,34,7,42,6,38,64,89,8,8,0
15000US060375437031,32,6,64,29,6,23,60,57,287,75,196,94,168,41,11,0,36,42,56,22,25,0,42,14,312,66,234,133,246,72,6,6
15000US060375438011,86,33,31,11,77,0,0,11,266,56,165,157,113,27,0,18,27,65,56,25,35,14,74,50,330,58,126,58,188,36,14,8
15000US060375438012,0,19,67,0,33,13,12,24,138,22,122,36,78,0,0,0,12,0,43,0,0,0,0,0,57,29,52,64,185,0,0,0
15000US060375438013,36,0,12,21,7,0,0,0,52,0,85,11,62,27,0,0,0,11,14,10,0,0,0,0,43,17,61,41,95,49,6,0
15000US060375438021,11,0,14,0,0,0,9,14,101,0,252,172,88,20,35,0,10,36,35,0,46,0,48,0,199,25,26,131,103,8,5,9
15000US060375438022,0,24,0,0,16,0,26,0,102,25,0,0,29,9,0,0,0,11,0,9,0,0,0,0,83,62,28,25,50,18,0,0
15000US060375438023,29,0,42,55,25,1,96,10,153,30,164,30,97,0,0,0,0,0,22,19,9,0,13,8,160,8,182,92,137,0,0,8
15000US060375438024,0,9,13,0,0,0,0,0,197,16,207,67,95,24,0,26,7,8,75,0,0,12,0,0,143,47,132,76,181,35,0,0
15000US060375439031,44,0,41,9,0,0,0,0,85,63,87,48,86,0,0,0,32,0,7,0,16,0,0,8,130,44,79,59,288,10,0,0
15000US060375439032,13,9,11,21,18,15,18,5,118,45,177,79,173,0,0,0,27,36,25,5,23,4,7,0,221,29,106,55,158,37,0,9
15000US060375439051,0,7,50,0,0,0,0,5,35,0,59,0,12,0,0,0,7,17,26,36,0,0,10,0,72,0,48,0,18,0,0,0
15000US060375439052,11,34,36,0,60,7,5,25,148,5,111,31,7,0,0,0,21,40,21,23,37,3,14,19,142,65,104,16,41,0,0,8
15000US060375439053,34,10,43,28,3,8,24,42,160,22,58,9,41,13,0,0,46,8,58,25,7,23,15,41,110,24,25,50,89,27,8,0
15000US060375440011,0,0,0,0,0,0,0,8,21,15,51,5,0,0,0,0,0,4,39,4,0,0,6,7,55,0,9,8,20,7,0,0
15000US060375440012,19,0,38,0,0,0,30,18,71,7,44,19,14,0,0,0,18,28,12,9,0,0,35,20,33,9,67,7,22,15,0,0
15000US060375440013,11,0,23,5,0,0,0,22,91,0,145,0,12,0,0,0,21,8,58,5,0,0,17,8,145,9,40,44,71,44,0,0
15000US060375440014,0,71,57,0,29,10,0,9,163,0,181,96,33,0,0,0,56,10,35,0,0,33,0,26,182,28,172,14,40,23,0,0
15000US060375440021,12,14,0,0,0,0,5,22,41,23,42,18,67,0,0,0,18,5,0,7,13,0,0,7,82,10,37,25,116,5,5,0
15000US060375440022,31,19,26,41,18,0,5,26,74,22,42,35,34,4,0,0,34,0,86,6,8,0,0,0,56,12,68,16,32,0,4,0
15000US060375440023,60,19,13,0,7,0,20,44,98,27,38,17,14,4,0,6,27,0,27,7,18,5,23,28,86,34,56,25,83,10,0,0
15000US060375500001,36,59,50,71,48,111,108,41,259,53,142,36,77,0,0,0,6,4,53,14,8,16,17,9,50,11,36,58,20,10,6,0
15000US060375501001,0,0,0,9,0,0,0,17,35,0,67,0,42,0,0,0,19,0,0,9,10,0,0,6,16,19,58,7,10,0,0,0
15000US060375501002,42,11,21,0,63,0,0,41,119,19,9,50,107,0,10,8,11,10,0,0,26,9,26,18,68,0,41,41,12,46,0,8
15000US060375501003,19,18,29,7,0,0,18,54,116,64,14,9,35,0,0,0,21,17,70,0,7,0,11,8,144,0,107,62,0,24,0,0
15000US060375501004,28,0,10,12,0,0,0,10,124,26,142,38,51,33,0,0,26,0,18,14,0,9,0,13,140,25,89,36,50,11,0,0
15000US060375501005,0,0,8,0,0,0,0,29,36,0,94,16,31,0,0,0,0,8,0,0,0,0,0,13,96,36,131,25,81,43,0,0
15000US060375501006,47,0,35,0,9,0,0,72,127,48,116,41,91,27,14,0,56,52,9,0,22,0,12,23,170,21,123,15,115,33,0,31
15000US060375502011,0,10,15,29,18,7,47,0,219,34,53,35,18,75,5,5,0,0,42,12,13,9,21,35,140,40,94,28,20,19,0,0
15000US060375502012,37,13,22,15,0,14,0,0,140,9,55,9,46,0,0,0,31,0,34,12,12,13,24,6,208,25,53,24,44,7,8,0
15000US060375502021,42,0,0,0,30,9,10,45,110,19,82,13,28,15,0,8,25,21,66,15,21,0,38,21,106,25,52,41,26,0,0,0
15000US060375502022,9,31,18,0,0,10,0,28,167,32,57,128,31,7,0,0,0,23,72,9,22,22,20,16,133,77,49,54,49,25,7,10
15000US060375502023,0,0,11,0,0,0,0,0,71,8,29,8,17,10,0,0,0,0,10,8,0,0,0,0,107,0,31,14,15,0,0,0
15000US060375502024,8,13,14,0,8,0,0,0,81,13,75,0,35,9,0,0,0,13,16,0,0,0,0,31,35,23,28,39,44,11,0,0
15000US060375502025,10,0,0,0,0,10,64,4,148,0,31,0,0,8,0,0,13,0,0,0,7,25,37,4,121,3,0,32,10,9,10,0
15000US060375503001,4,15,7,23,31,25,15,0,109,24,95,19,0,0,48,0,0,13,30,0,0,6,0,30,20,13,132,12,128,0,0,0
15000US060375503002,0,14,43,40,0,20,10,78,103,39,39,0,114,24,0,0,13,37,0,0,53,19,17,0,93,48,41,37,97,9,0,10
15000US060375503003,0,0,20,0,0,0,0,0,37,14,0,17,38,37,0,24,30,0,0,0,0,0,0,0,24,41,37,0,43,37,0,0
15000US060375503004,0,0,7,17,0,0,0,14,44,19,114,86,96,37,0,0,38,0,16,0,3,0,7,10,132,36,77,72,65,34,0,0
15000US060375503005,0,0,0,0,0,0,0,27,65,20,0,0,0,0,0,20,0,0,0,0,0,0,0,84,164,17,39,28,20,0,0,19
15000US060375503006,35,9,0,0,0,0,0,32,20,0,0,12,35,0,0,0,12,0,28,0,0,0,0,14,23,46,0,0,18,0,0,0
15000US060375503007,88,0,18,0,0,0,0,19,126,29,0,136,39,0,0,0,10,8,20,0,22,0,0,0,185,0,44,37,45,0,0,0
15000US060375504001,27,11,51,0,1,5,6,13,101,25,83,12,106,7,6,0,14,0,36,13,21,6,1,18,117,114,95,25,42,0,0,0
15000US060375505001,24,0,0,0,14,0,0,0,148,69,111,25,152,25,14,0,36,68,23,0,30,0,0,69,181,31,94,130,97,63,0,0
15000US060375505002,3,0,58,0,3,0,4,113,138,44,17,15,27,0,0,0,48,35,40,0,120,0,11,57,89,4,26,15,103,29,0,0
15000US060375505003,0,15,0,0,0,0,0,60,145,41,25,28,38,16,0,0,11,0,29,11,72,0,36,0,9,0,68,0,54,11,0,0
15000US060375505004,0,0,0,0,0,0,0,0,43,0,43,16,75,16,16,0,0,0,0,0,0,19,0,0,61,6,48,40,56,16,13,0
15000US060375505005,51,15,14,16,0,0,0,0,43,0,106,70,87,0,13,0,13,0,0,0,0,0,0,40,62,0,30,239,122,13,17,0
15000US060375505006,0,0,0,0,0,0,16,0,57,46,0,106,142,36,0,0,70,22,15,0,0,0,0,32,129,57,90,0,82,24,0,0
15000US060375506011,17,0,78,62,35,0,26,41,216,26,189,41,73,23,0,0,37,6,87,9,37,7,44,19,160,37,98,88,144,114,0,0
15000US060375506012,27,8,19,7,8,0,18,36,62,38,14,62,8,0,0,6,17,0,15,0,0,0,0,24,78,35,28,29,55,0,0,0
15000US060375506013,0,0,76,0,0,0,31,41,13,27,47,0,60,0,0,0,0,0,42,0,48,20,32,31,31,43,91,8,9,0,0,0
15000US060375506014,0,0,0,0,19,0,0,24,77,9,56,20,37,8,0,0,0,17,31,0,24,0,0,0,61,49,79,28,51,8,0,0
15000US060375506021,0,0,28,0,0,0,0,0,143,13,0,19,24,5,16,0,0,19,26,0,0,0,0,14,54,6,31,0,21,11,15,0
15000US060375506022,9,0,49,0,0,32,6,0,50,13,123,19,39,9,0,0,8,0,20,0,0,0,0,39,83,52,60,13,98,8,0,0
15000US060375506023,29,18,39,21,0,0,7,9,142,56,87,125,130,57,8,6,34,0,35,0,0,40,21,0,126,32,122,96,117,79,0,0
15000US060375506024,0,0,13,39,0,0,29,0,37,10,36,24,31,0,3,0,0,0,20,20,24,0,0,18,93,0,36,24,16,14,0,0
15000US060375507001,6,0,25,24,38,0,0,19,14,28,55,7,95,98,1,0,42,0,92,0,0,0,5,0,94,0,34,0,118,56,16,0
15000US060375507002,19,0,0,17,0,0,55,0,52,18,75,0,98,50,0,0,19,0,0,0,0,56,41,0,228,0,104,96,60,16,0,0
15000US060375507003,0,0,13,0,12,0,0,0,41,15,10,15,125,18,2,2,15,0,13,0,20,0,15,0,68,49,0,18,99,10,0,0
15000US060375507004,0,0,0,0,0,18,0,0,0,0,20,28,48,26,0,0,9,0,0,20,0,0,0,0,16,38,55,21,61,5,35,0
15000US060375507005,0,0,0,0,0,0,0,87,106,19,14,7,14,42,0,0,0,0,0,0,0,65,32,14,85,13,102,7,47,25,0,23
15000US060375507006,102,0,0,0,0,0,0,0,41,21,29,36,77,0,7,0,33,0,74,0,0,0,0,12,48,0,62,78,46,0,7,11
15000US060375508001,0,0,0,20,0,0,0,34,29,0,201,23,101,14,0,0,0,0,22,0,0,0,0,31,36,74,85,54,71,31,23,0
15000US060375508002,8,0,100,14,0,0,0,0,24,10,5,0,95,0,0,20,7,0,17,0,0,0,0,0,45,0,4,53,54,28,0,0
15000US060375508003,0,23,72,0,0,31,0,14,64,37,0,32,103,0,0,0,0,57,51,40,13,0,0,15,142,16,18,43,46,14,0,0
15000US060375508004,20,1,0,0,0,1,20,19,1,27,47,0,31,49,16,0,16,0,0,19,0,0,0,0,42,15,41,9,107,44,0,28
15000US060375508005,14,0,0,16,0,0,0,39,136,0,68,27,20,17,0,0,0,0,0,0,0,0,0,0,71,18,28,55,121,43,0,0
15000US060375508006,14,0,52,0,0,33,0,5,73,0,135,0,54,16,0,28,18,24,0,0,0,32,0,0,101,0,155,89,96,26,0,0
15000US060375508007,0,0,0,5,46,0,43,6,110,19,70,0,0,0,13,0,6,19,0,0,0,15,0,0,232,4,81,43,14,5,0,0
15000US060375509011,6,0,0,27,33,19,21,12,221,0,79,33,60,17,0,4,27,0,8,12,9,7,36,53,150,77,89,29,74,4,0,0
15000US060375509012,0,0,0,0,0,0,0,0,23,9,31,59,54,37,5,0,0,0,0,0,0,8,0,0,62,11,45,42,97,43,0,5
15000US060375509013,20,0,26,3,0,0,0,64,48,55,78,33,36,32,8,7,5,0,12,0,71,13,22,0,89,46,53,27,143,33,0,0
15000US060375509021,0,9,12,10,0,5,25,15,141,7,87,0,133,15,24,11,0,0,0,14,0,8,0,16,32,16,47,44,116,12,0,11
15000US060375509022,16,0,0,37,0,0,12,0,134,0,144,39,125,14,0,8,8,62,35,0,15,0,61,38,123,27,72,54,151,31,0,0
15000US060375509023,0,0,0,0,0,0,0,0,96,12,48,0,64,17,0,0,0,0,12,0,21,0,0,9,27,0,71,59,57,45,6,0
