GEOID,UNWEIGHTED SAMPLE COUNT OF THE POPULATION: Total: Total population -- (Estimate),UNWEIGHTED SAMPLE COUNT OF THE POPULATION: Total: Total population -- (Margin of Error),UNWEIGHTED SAMPLE HOUSING UNITS: Total: Housing units -- (Estimate),UNWEIGHTED SAMPLE HOUSING UNITS: Total: Housing units -- (Margin of Error)
15000US060411262001,112.0,-1.0,47.0,-1.0
15000US060411262002,107.0,-1.0,54.0,-1.0
15000US060411262003,30.0,-1.0,15.0,-1.0
15000US060411270001,62.0,-1.0,30.0,-1.0
15000US060411270002,35.0,-1.0,18.0,-1.0
15000US060411270003,43.0,-1.0,17.0,-1.0
15000US060411270004,58.0,-1.0,23.0,-1.0
15000US060411270005,76.0,-1.0,28.0,-1.0
15000US060411281001,125.0,-1.0,56.0,-1.0
15000US060411281002,87.0,-1.0,40.0,-1.0
15000US060411281003,153.0,-1.0,71.0,-1.0
15000US060411282001,61.0,-1.0,32.0,-1.0
15000US060411282002,215.0,-1.0,91.0,-1.0
15000US060411282003,213.0,-1.0,80.0,-1.0
15000US060411290001,106.0,-1.0,48.0,-1.0
15000US060411290002,114.0,-1.0,54.0,-1.0
15000US060411302011,93.0,-1.0,61.0,-1.0
15000US060411302012,123.0,-1.0,59.0,-1.0
15000US060411302013,81.0,-1.0,53.0,-1.0
15000US060411302021,31.0,-1.0,20.0,-1.0
15000US060411302022,46.0,-1.0,31.0,-1.0
15000US060411302023,88.0,-1.0,54.0,-1.0
15000US060411302024,54.0,-1.0,31.0,-1.0
15000US060411311001,36.0,-1.0,5.0,-1.0
15000US060411311002,66.0,-1.0,36.0,-1.0
15000US060411311003,57.0,-1.0,23.0,-1.0
15000US060411321001,48.0,-1.0,64.0,-1.0
15000US060411321002,138.0,-1.0,85.0,-1.0
15000US060411322001,60.0,-1.0,64.0,-1.0
15000US060411322002,58.0,-1.0,51.0,-1.0
15000US060411322003,62.0,-1.0,29.0,-1.0
15000US060411330001,230.0,-1.0,117.0,-1.0
15000US060411330002,212.0,-1.0,103.0,-1.0
15000US060411330003,60.0,-1.0,54.0,-1.0
15000US060411330004,38.0,-1.0,25.0,-1.0
15000US060419901000,0.0,-1.0,0.0,-1.0
15000US060430001011,65.0,-1.0,29.0,-1.0
15000US060430001012,77.0,-1.0,36.0,-1.0
15000US060430001013,72.0,-1.0,40.0,-1.0
15000US060430001014,80.0,-1.0,31.0,-1.0
15000US060430001021,128.0,-1.0,59.0,-1.0
15000US060430001022,88.0,-1.0,49.0,-1.0
15000US060430002001,145.0,-1.0,80.0,-1.0
15000US060430002002,47.0,-1.0,32.0,-1.0
15000US060430002003,50.0,-1.0,39.0,-1.0
15000US060430003011,70.0,-1.0,30.0,-1.0
15000US060430003012,157.0,-1.0,73.0,-1.0
15000US060430003013,99.0,-1.0,42.0,-1.0
15000US060430003021,46.0,-1.0,42.0,-1.0
15000US060430003022,89.0,-1.0,46.0,-1.0
15000US060430003023,84.0,-1.0,43.0,-1.0
15000US060430004001,149.0,-1.0,37.0,-1.0
15000US060430004002,33.0,-1.0,51.0,-1.0
15000US060450101001,76.0,-1.0,55.0,-1.0
15000US060450101002,193.0,-1.0,77.0,-1.0
15000US060450101003,141.0,-1.0,64.0,-1.0
15000US060450102001,32.0,-1.0,23.0,-1.0
15000US060450102002,81.0,-1.0,61.0,-1.0
15000US060450102003,46.0,-1.0,35.0,-1.0
15000US060450102004,59.0,-1.0,35.0,-1.0
15000US060450102005,174.0,-1.0,69.0,-1.0
15000US060450103001,49.0,-1.0,28.0,-1.0
15000US060450103002,217.0,-1.0,78.0,-1.0
15000US060450103003,67.0,-1.0,31.0,-1.0
15000US060450103004,68.0,-1.0,41.0,-1.0
15000US060450104001,49.0,-1.0,24.0,-1.0
15000US060450104002,44.0,-1.0,30.0,-1.0
15000US060450104003,91.0,-1.0,31.0,-1.0
15000US060450104004,87.0,-1.0,50.0,-1.0
15000US060450105001,91.0,-1.0,39.0,-1.0
15000US060450105002,80.0,-1.0,29.0,-1.0
15000US060450105003,144.0,-1.0,47.0,-1.0
15000US060450105004,51.0,-1.0,43.0,-1.0
15000US060450106001,39.0,-1.0,20.0,-1.0
15000US060450106002,138.0,-1.0,69.0,-1.0
15000US060450106003,38.0,-1.0,18.0,-1.0
15000US060450106004,78.0,-1.0,43.0,-1.0
15000US060450107001,32.0,-1.0,14.0,-1.0
15000US060450107002,99.0,-1.0,32.0,-1.0
15000US060450107003,56.0,-1.0,23.0,-1.0
15000US060450107004,27.0,-1.0,14.0,-1.0
15000US060450107005,110.0,-1.0,38.0,-1.0
15000US060450107006,52.0,-1.0,22.0,-1.0
15000US060450107007,27.0,-1.0,14.0,-1.0
15000US060450108011,75.0,-1.0,33.0,-1.0
15000US060450108012,135.0,-1.0,56.0,-1.0
15000US060450108013,77.0,-1.0,37.0,-1.0
15000US060450108014,169.0,-1.0,52.0,-1.0
15000US060450108021,69.0,-1.0,34.0,-1.0
15000US060450108022,160.0,-1.0,70.0,-1.0
15000US060450109001,61.0,-1.0,29.0,-1.0
15000US060450109002,34.0,-1.0,13.0,-1.0
15000US060450109003,222.0,-1.0,77.0,-1.0
15000US060450109004,85.0,-1.0,34.0,-1.0
15000US060450110011,176.0,-1.0,112.0,-1.0
15000US060450110021,49.0,-1.0,21.0,-1.0
15000US060450110022,31.0,-1.0,18.0,-1.0
15000US060450110023,55.0,-1.0,30.0,-1.0
15000US060450110024,19.0,-1.0,12.0,-1.0
15000US060450110025,123.0,-1.0,56.0,-1.0
15000US060450111021,127.0,-1.0,109.0,-1.0
15000US060450111022,341.0,-1.0,152.0,-1.0
15000US060450111023,106.0,-1.0,76.0,-1.0
15000US060450112001,113.0,-1.0,72.0,-1.0
15000US060450112002,115.0,-1.0,51.0,-1.0
15000US060450112003,92.0,-1.0,41.0,-1.0
15000US060450113001,146.0,-1.0,59.0,-1.0
15000US060450113002,140.0,-1.0,57.0,-1.0
15000US060450113003,63.0,-1.0,23.0,-1.0
15000US060450114001,42.0,-1.0,20.0,-1.0
15000US060450114002,90.0,-1.0,29.0,-1.0
15000US060450114003,73.0,-1.0,36.0,-1.0
15000US060450114004,47.0,-1.0,23.0,-1.0
15000US060450114005,70.0,-1.0,29.0,-1.0
15000US060450114006,64.0,-1.0,22.0,-1.0
15000US060450115001,88.0,-1.0,24.0,-1.0
15000US060450115002,89.0,-1.0,39.0,-1.0
15000US060450115003,65.0,-1.0,25.0,-1.0
15000US060450115004,22.0,-1.0,11.0,-1.0
15000US060450115005,46.0,-1.0,22.0,-1.0
15000US060450116001,52.0,-1.0,30.0,-1.0
15000US060450116002,81.0,-1.0,34.0,-1.0
15000US060450116003,49.0,-1.0,15.0,-1.0
15000US060450116004,84.0,-1.0,33.0,-1.0
15000US060450117001,79.0,-1.0,37.0,-1.0
15000US060450117002,102.0,-1.0,43.0,-1.0
15000US060450117003,50.0,-1.0,28.0,-1.0
15000US060450117004,101.0,-1.0,26.0,-1.0
15000US060450117005,39.0,-1.0,12.0,-1.0
15000US060450118001,181.0,-1.0,88.0,-1.0
15000US060450118002,129.0,-1.0,52.0,-1.0
15000US060459901000,0.0,-1.0,0.0,-1.0
15000US060470002011,300.0,-1.0,103.0,-1.0
15000US060470002012,115.0,-1.0,42.0,-1.0
15000US060470002021,216.0,-1.0,67.0,-1.0
15000US060470002031,97.0,-1.0,24.0,-1.0
15000US060470002032,150.0,-1.0,44.0,-1.0
15000US060470002033,41.0,-1.0,13.0,-1.0
15000US060470002034,45.0,-1.0,11.0,-1.0
15000US060470002035,64.0,-1.0,16.0,-1.0
15000US060470003011,73.0,-1.0,26.0,-1.0
15000US060470003012,60.0,-1.0,16.0,-1.0
15000US060470003013,218.0,-1.0,57.0,-1.0
15000US060470003031,139.0,-1.0,54.0,-1.0
15000US060470003032,95.0,-1.0,37.0,-1.0
15000US060470003041,65.0,-1.0,20.0,-1.0
15000US060470003042,47.0,-1.0,12.0,-1.0
15000US060470003043,29.0,-1.0,10.0,-1.0
15000US060470003044,68.0,-1.0,17.0,-1.0
15000US060470003045,175.0,-1.0,46.0,-1.0
15000US060470004011,158.0,-1.0,66.0,-1.0
15000US060470004021,61.0,-1.0,23.0,-1.0
15000US060470004022,82.0,-1.0,24.0,-1.0
15000US060470004023,113.0,-1.0,45.0,-1.0
15000US060470004024,121.0,-1.0,43.0,-1.0
15000US060470005031,445.0,-1.0,121.0,-1.0
15000US060470005041,104.0,-1.0,31.0,-1.0
15000US060470005042,123.0,-1.0,31.0,-1.0
15000US060470005043,179.0,-1.0,58.0,-1.0
15000US060470005051,216.0,-1.0,72.0,-1.0
15000US060470005052,72.0,-1.0,23.0,-1.0
15000US060470005053,184.0,-1.0,56.0,-1.0
15000US060470006011,86.0,-1.0,34.0,-1.0
15000US060470006012,78.0,-1.0,31.0,-1.0
15000US060470006013,87.0,-1.0,32.0,-1.0
15000US060470006014,107.0,-1.0,36.0,-1.0
15000US060470006021,180.0,-1.0,57.0,-1.0
15000US060470006022,149.0,-1.0,48.0,-1.0
15000US060470006031,119.0,-1.0,43.0,-1.0
15000US060470006032,86.0,-1.0,30.0,-1.0
15000US060470006033,110.0,-1.0,38.0,-1.0
15000US060470006034,89.0,-1.0,30.0,-1.0
15000US060470006035,42.0,-1.0,15.0,-1.0
15000US060470007011,215.0,-1.0,77.0,-1.0
15000US060470007012,156.0,-1.0,57.0,-1.0
15000US060470007021,122.0,-1.0,47.0,-1.0
15000US060470007022,153.0,-1.0,52.0,-1.0
15000US060470007023,169.0,-1.0,54.0,-1.0
15000US060470008011,276.0,-1.0,95.0,-1.0
15000US060470008012,159.0,-1.0,58.0,-1.0
15000US060470008021,152.0,-1.0,62.0,-1.0
15000US060470008022,177.0,-1.0,65.0,-1.0
15000US060470009011,140.0,-1.0,50.0,-1.0
15000US060470009012,197.0,-1.0,68.0,-1.0
15000US060470009013,223.0,-1.0,26.0,-1.0
15000US060470009021,118.0,-1.0,35.0,-1.0
15000US060470009022,128.0,-1.0,35.0,-1.0
15000US060470009023,80.0,-1.0,27.0,-1.0
15000US060470009024,83.0,-1.0,25.0,-1.0
15000US060470010021,270.0,-1.0,77.0,-1.0
15000US060470010022,45.0,-1.0,22.0,-1.0
15000US060470010023,54.0,-1.0,20.0,-1.0
15000US060470010024,55.0,-1.0,24.0,-1.0
15000US060470010031,71.0,-1.0,28.0,-1.0
15000US060470010032,161.0,-1.0,56.0,-1.0
15000US060470010033,122.0,-1.0,51.0,-1.0
15000US060470010041,131.0,-1.0,57.0,-1.0
15000US060470010042,80.0,-1.0,37.0,-1.0
15000US060470010043,123.0,-1.0,69.0,-1.0
15000US060470010051,250.0,-1.0,113.0,-1.0
15000US060470011011,70.0,-1.0,28.0,-1.0
15000US060470011012,70.0,-1.0,26.0,-1.0
15000US060470011013,60.0,-1.0,17.0,-1.0
15000US060470011014,75.0,-1.0,27.0,-1.0
15000US060470012001,91.0,-1.0,37.0,-1.0
15000US060470012002,112.0,-1.0,47.0,-1.0
15000US060470012003,88.0,-1.0,27.0,-1.0
15000US060470012004,158.0,-1.0,65.0,-1.0
15000US060470013011,45.0,-1.0,22.0,-1.0
15000US060470013012,149.0,-1.0,53.0,-1.0
15000US060470013013,73.0,-1.0,39.0,-1.0
15000US060470013021,107.0,-1.0,29.0,-1.0
15000US060470013022,82.0,-1.0,35.0,-1.0
15000US060470013023,103.0,-1.0,41.0,-1.0
15000US060470014011,155.0,-1.0,61.0,-1.0
15000US060470014012,160.0,-1.0,51.0,-1.0
15000US060470014021,126.0,-1.0,42.0,-1.0
15000US060470014022,50.0,-1.0,20.0,-1.0
15000US060470014023,115.0,-1.0,43.0,-1.0
15000US060470014024,110.0,-1.0,36.0,-1.0
15000US060470015011,302.0,-1.0,89.0,-1.0
15000US060470015021,139.0,-1.0,44.0,-1.0
15000US060470015022,142.0,-1.0,44.0,-1.0
15000US060470015031,110.0,-1.0,27.0,-1.0
15000US060470015032,139.0,-1.0,36.0,-1.0
15000US060470015033,125.0,-1.0,38.0,-1.0
15000US060470016011,123.0,-1.0,30.0,-1.0
15000US060470016012,47.0,-1.0,18.0,-1.0
15000US060470016013,63.0,-1.0,20.0,-1.0
15000US060470016021,310.0,-1.0,80.0,-1.0
15000US060470016022,282.0,-1.0,72.0,-1.0
15000US060470017001,342.0,-1.0,100.0,-1.0
15000US060470017002,81.0,-1.0,39.0,-1.0
15000US060470017003,93.0,-1.0,32.0,-1.0
15000US060470018011,456.0,-1.0,99.0,-1.0
15000US060470019011,192.0,-1.0,71.0,-1.0
15000US060470019012,63.0,-1.0,20.0,-1.0
15000US060470019013,105.0,-1.0,31.0,-1.0
15000US060470019014,103.0,-1.0,30.0,-1.0
15000US060470019021,339.0,-1.0,108.0,-1.0
15000US060470019022,167.0,-1.0,84.0,-1.0
15000US060470020001,65.0,-1.0,21.0,-1.0
15000US060470020002,57.0,-1.0,22.0,-1.0
15000US060470020003,72.0,-1.0,28.0,-1.0
15000US060470020004,41.0,-1.0,16.0,-1.0
15000US060470020005,75.0,-1.0,28.0,-1.0
15000US060470020006,48.0,-1.0,22.0,-1.0
15000US060470021001,94.0,-1.0,34.0,-1.0
15000US060470021002,41.0,-1.0,20.0,-1.0
15000US060470021003,88.0,-1.0,37.0,-1.0
15000US060470022011,40.0,-1.0,17.0,-1.0
15000US060470022012,75.0,-1.0,31.0,-1.0
15000US060470022013,78.0,-1.0,33.0,-1.0
15000US060470022014,94.0,-1.0,31.0,-1.0
15000US060470022015,121.0,-1.0,49.0,-1.0
15000US060470022021,142.0,-1.0,40.0,-1.0
15000US060470022022,71.0,-1.0,26.0,-1.0
15000US060470022023,83.0,-1.0,20.0,-1.0
15000US060470022024,26.0,-1.0,9.0,-1.0
15000US060470022025,167.0,-1.0,47.0,-1.0
15000US060470023011,202.0,-1.0,60.0,-1.0
15000US060470023012,66.0,-1.0,29.0,-1.0
15000US060470023013,45.0,-1.0,18.0,-1.0
15000US060470023021,39.0,-1.0,11.0,-1.0
15000US060470023022,386.0,-1.0,111.0,-1.0
15000US060470023023,122.0,-1.0,40.0,-1.0
15000US060470023024,147.0,-1.0,42.0,-1.0
15000US060470024011,206.0,-1.0,91.0,-1.0
15000US060470024021,55.0,-1.0,21.0,-1.0
15000US060470024022,92.0,-1.0,37.0,-1.0
15000US060470024023,98.0,-1.0,35.0,-1.0
15000US060470024024,131.0,-1.0,36.0,-1.0
15000US060470025001,251.0,-1.0,102.0,-1.0
15000US060470025002,164.0,-1.0,64.0,-1.0
15000US060470026001,156.0,-1.0,56.0,-1.0
15000US060470026002,268.0,-1.0,94.0,-1.0
15000US060490001001,64.0,-1.0,30.0,-1.0
15000US060490001002,40.0,-1.0,27.0,-1.0
15000US060490001003,36.0,-1.0,19.0,-1.0
15000US060490001004,26.0,-1.0,10.0,-1.0
15000US060490001005,66.0,-1.0,36.0,-1.0
15000US060490002001,113.0,-1.0,67.0,-1.0
15000US060490002002,101.0,-1.0,63.0,-1.0
15000US060490003001,82.0,-1.0,21.0,-1.0
15000US060490003002,71.0,-1.0,41.0,-1.0
15000US060490003003,49.0,-1.0,39.0,-1.0
15000US060490004001,175.0,-1.0,109.0,-1.0
15000US060490004002,78.0,-1.0,54.0,-1.0
15000US060510001011,120.0,-1.0,63.0,-1.0
15000US060510001012,20.0,-1.0,43.0,-1.0
15000US060510001013,104.0,-1.0,66.0,-1.0
15000US060510001014,87.0,-1.0,42.0,-1.0
15000US060510001021,32.0,-1.0,22.0,-1.0
15000US060510001022,68.0,-1.0,36.0,-1.0
15000US060510001023,56.0,-1.0,47.0,-1.0
15000US060510001024,25.0,-1.0,17.0,-1.0
15000US060510002001,45.0,-1.0,38.0,-1.0
15000US060510002002,28.0,-1.0,42.0,-1.0
15000US060510002003,15.0,-1.0,37.0,-1.0
15000US060510002004,16.0,-1.0,68.0,-1.0
15000US060510002005,31.0,-1.0,18.0,-1.0
15000US060510002006,22.0,-1.0,77.0,-1.0
15000US060510002007,26.0,-1.0,48.0,-1.0
15000US060510002008,20.0,-1.0,44.0,-1.0
15000US060510002009,0.0,-1.0,0.0,-1.0
15000US060530001011,133.0,-1.0,35.0,-1.0
15000US060530001012,85.0,-1.0,37.0,-1.0
15000US060530001021,131.0,-1.0,29.0,-1.0
15000US060530001022,199.0,-1.0,48.0,-1.0
15000US060530001023,147.0,-1.0,45.0,-1.0
15000US060530001031,126.0,-1.0,66.0,-1.0
15000US060530001032,151.0,-1.0,49.0,-1.0
15000US060530001041,99.0,-1.0,27.0,-1.0
15000US060530001042,320.0,-1.0,104.0,-1.0
15000US060530002001,159.0,-1.0,49.0,-1.0
15000US060530002002,90.0,-1.0,34.0,-1.0
15000US060530002003,116.0,-1.0,29.0,-1.0
15000US060530002004,85.0,-1.0,20.0,-1.0
15000US060530003001,163.0,-1.0,55.0,-1.0
15000US060530003002,148.0,-1.0,54.0,-1.0
15000US060530004001,163.0,-1.0,41.0,-1.0
15000US060530004002,97.0,-1.0,39.0,-1.0
15000US060530004003,59.0,-1.0,25.0,-1.0
15000US060530005011,145.0,-1.0,45.0,-1.0
15000US060530005012,132.0,-1.0,33.0,-1.0
15000US060530005021,282.0,-1.0,66.0,-1.0
15000US060530005022,206.0,-1.0,72.0,-1.0
15000US060530006001,126.0,-1.0,27.0,-1.0
15000US060530006002,102.0,-1.0,26.0,-1.0
15000US060530006003,186.0,-1.0,39.0,-1.0
15000US060530006004,69.0,-1.0,19.0,-1.0
15000US060530007011,131.0,-1.0,34.0,-1.0
15000US060530007012,162.0,-1.0,35.0,-1.0
15000US060530007013,104.0,-1.0,25.0,-1.0
15000US060530007021,141.0,-1.0,34.0,-1.0
15000US060530007022,131.0,-1.0,27.0,-1.0
15000US060530007023,141.0,-1.0,34.0,-1.0
15000US060530008001,162.0,-1.0,36.0,-1.0
15000US060530008002,141.0,-1.0,32.0,-1.0
15000US060530008003,103.0,-1.0,30.0,-1.0
15000US060530009001,79.0,-1.0,21.0,-1.0
15000US060530009002,67.0,-1.0,17.0,-1.0
15000US060530009003,177.0,-1.0,49.0,-1.0
15000US060530012001,200.0,-1.0,71.0,-1.0
15000US060530012002,112.0,-1.0,48.0,-1.0
15000US060530013001,294.0,-1.0,114.0,-1.0
15000US060530014001,111.0,-1.0,41.0,-1.0
15000US060530014002,98.0,-1.0,37.0,-1.0
15000US060530015001,108.0,-1.0,47.0,-1.0
15000US060530015002,73.0,-1.0,31.0,-1.0
15000US060530015003,119.0,-1.0,53.0,-1.0
15000US060530016001,234.0,-1.0,91.0,-1.0
15000US060530016002,154.0,-1.0,62.0,-1.0
15000US060530017001,177.0,-1.0,66.0,-1.0
15000US060530017002,118.0,-1.0,46.0,-1.0
15000US060530018011,107.0,-1.0,31.0,-1.0
15000US060530018012,206.0,-1.0,66.0,-1.0
15000US060530018021,141.0,-1.0,54.0,-1.0
15000US060530018022,87.0,-1.0,27.0,-1.0
15000US060530018023,116.0,-1.0,41.0,-1.0
15000US060530101011,151.0,-1.0,33.0,-1.0
15000US060530101012,195.0,-1.0,55.0,-1.0
15000US060530101021,127.0,-1.0,41.0,-1.0
15000US060530101022,134.0,-1.0,48.0,-1.0
15000US060530102021,59.0,-1.0,24.0,-1.0
15000US060530102022,161.0,-1.0,52.0,-1.0
15000US060530102023,113.0,-1.0,39.0,-1.0
15000US060530103051,130.0,-1.0,46.0,-1.0
15000US060530103052,142.0,-1.0,61.0,-1.0
15000US060530103053,66.0,-1.0,22.0,-1.0
15000US060530103061,179.0,-1.0,82.0,-1.0
15000US060530104001,114.0,-1.0,31.0,-1.0
15000US060530104002,141.0,-1.0,38.0,-1.0
15000US060530104003,97.0,-1.0,26.0,-1.0
15000US060530104004,72.0,-1.0,18.0,-1.0
15000US060530105011,52.0,-1.0,19.0,-1.0
15000US060530105012,203.0,-1.0,79.0,-1.0
15000US060530105013,48.0,-1.0,19.0,-1.0
15000US060530105014,43.0,-1.0,15.0,-1.0
15000US060530105041,130.0,-1.0,45.0,-1.0
15000US060530105042,205.0,-1.0,76.0,-1.0
15000US060530105051,174.0,-1.0,47.0,-1.0
15000US060530105052,190.0,-1.0,61.0,-1.0
15000US060530105061,187.0,-1.0,62.0,-1.0
15000US060530105062,142.0,-1.0,48.0,-1.0
15000US060530106031,172.0,-1.0,56.0,-1.0
15000US060530106032,119.0,-1.0,40.0,-1.0
15000US060530106041,213.0,-1.0,44.0,-1.0
15000US060530106042,208.0,-1.0,64.0,-1.0
15000US060530106051,486.0,-1.0,109.0,-1.0
15000US060530106061,243.0,-1.0,79.0,-1.0
15000US060530106062,320.0,-1.0,75.0,-1.0
15000US060530106071,259.0,-1.0,59.0,-1.0
15000US060530106072,217.0,-1.0,47.0,-1.0
15000US060530106081,220.0,-1.0,25.0,-1.0
15000US060530106082,113.0,-1.0,27.0,-1.0
15000US060530106083,88.0,-1.0,19.0,-1.0
15000US060530107011,74.0,-1.0,30.0,-1.0
15000US060530107012,161.0,-1.0,60.0,-1.0
15000US060530107013,81.0,-1.0,31.0,-1.0
15000US060530107014,30.0,-1.0,14.0,-1.0
15000US060530107021,183.0,-1.0,82.0,-1.0
15000US060530107022,168.0,-1.0,77.0,-1.0
15000US060530108041,73.0,-1.0,19.0,-1.0
15000US060530108042,93.0,-1.0,28.0,-1.0
15000US060530108043,129.0,-1.0,35.0,-1.0
15000US060530109001,1723.0,-1.0,6.0,-1.0
15000US060530110001,68.0,-1.0,28.0,-1.0
15000US060530110002,58.0,-1.0,24.0,-1.0
15000US060530110003,82.0,-1.0,46.0,-1.0
15000US060530110004,54.0,-1.0,30.0,-1.0
15000US060530110005,55.0,-1.0,26.0,-1.0
15000US060530111011,162.0,-1.0,80.0,-1.0
15000US060530111012,82.0,-1.0,19.0,-1.0
15000US060530111013,175.0,-1.0,48.0,-1.0
15000US060530111021,134.0,-1.0,32.0,-1.0
15000US060530111022,131.0,-1.0,41.0,-1.0
15000US060530111023,185.0,-1.0,50.0,-1.0
15000US060530112021,100.0,-1.0,21.0,-1.0
15000US060530112022,190.0,-1.0,50.0,-1.0
15000US060530112023,178.0,-1.0,51.0,-1.0
15000US060530112031,84.0,-1.0,22.0,-1.0
15000US060530112032,157.0,-1.0,48.0,-1.0
15000US060530112033,191.0,-1.0,45.0,-1.0
15000US060530112041,106.0,-1.0,34.0,-1.0
15000US060530112042,229.0,-1.0,51.0,-1.0
15000US060530113021,100.0,-1.0,31.0,-1.0
15000US060530113022,89.0,-1.0,28.0,-1.0
15000US060530113023,125.0,-1.0,35.0,-1.0
15000US060530113031,235.0,-1.0,84.0,-1.0
15000US060530113032,61.0,-1.0,23.0,-1.0
15000US060530113041,143.0,-1.0,42.0,-1.0
15000US060530113042,152.0,-1.0,35.0,-1.0
15000US060530113043,178.0,-1.0,48.0,-1.0
15000US060530114001,375.0,-1.0,154.0,-1.0
15000US060530114002,290.0,-1.0,109.0,-1.0
15000US060530115021,150.0,-1.0,100.0,-1.0
15000US060530116021,76.0,-1.0,36.0,-1.0
15000US060530116022,74.0,-1.0,44.0,-1.0
15000US060530116023,55.0,-1.0,24.0,-1.0
15000US060530116024,105.0,-1.0,45.0,-1.0
15000US060530116041,172.0,-1.0,109.0,-1.0
15000US060530117001,103.0,-1.0,62.0,-1.0
15000US060530117002,171.0,-1.0,65.0,-1.0
15000US060530117003,117.0,-1.0,70.0,-1.0
15000US060530118011,89.0,-1.0,85.0,-1.0
15000US060530118012,38.0,-1.0,30.0,-1.0
15000US060530118021,50.0,-1.0,54.0,-1.0
15000US060530118022,75.0,-1.0,94.0,-1.0
15000US060530119001,87.0,-1.0,45.0,-1.0
15000US060530119002,161.0,-1.0,77.0,-1.0
15000US060530119003,132.0,-1.0,33.0,-1.0
15000US060530119004,90.0,-1.0,62.0,-1.0
15000US060530120001,163.0,-1.0,70.0,-1.0
15000US060530120002,147.0,-1.0,62.0,-1.0
15000US060530121001,174.0,-1.0,72.0,-1.0
15000US060530121002,166.0,-1.0,93.0,-1.0
15000US060530122001,45.0,-1.0,29.0,-1.0
15000US060530122002,192.0,-1.0,104.0,-1.0
15000US060530123021,268.0,-1.0,163.0,-1.0
15000US060530124011,165.0,-1.0,106.0,-1.0
15000US060530124012,88.0,-1.0,50.0,-1.0
15000US060530124021,103.0,-1.0,62.0,-1.0
15000US060530124022,65.0,-1.0,29.0,-1.0
15000US060530124023,134.0,-1.0,69.0,-1.0
15000US060530125021,67.0,-1.0,40.0,-1.0
15000US060530125022,64.0,-1.0,35.0,-1.0
15000US060530125023,56.0,-1.0,32.0,-1.0
15000US060530125024,37.0,-1.0,22.0,-1.0
15000US060530125025,30.0,-1.0,18.0,-1.0
15000US060530126001,367.0,-1.0,17.0,-1.0
15000US060530127001,56.0,-1.0,35.0,-1.0
15000US060530127002,36.0,-1.0,24.0,-1.0
15000US060530127003,84.0,-1.0,37.0,-1.0
15000US060530127004,78.0,-1.0,48.0,-1.0
15000US060530128001,53.0,-1.0,32.0,-1.0
15000US060530128002,83.0,-1.0,43.0,-1.0
15000US060530128003,61.0,-1.0,25.0,-1.0
15000US060530128004,42.0,-1.0,26.0,-1.0
15000US060530128005,71.0,-1.0,17.0,-1.0
15000US060530130001,143.0,-1.0,95.0,-1.0
15000US060530130002,62.0,-1.0,36.0,-1.0
15000US060530130003,86.0,-1.0,49.0,-1.0
15000US060530131001,265.0,-1.0,85.0,-1.0
15000US060530132001,233.0,-1.0,90.0,-1.0
15000US060530132002,189.0,-1.0,88.0,-1.0
15000US060530133001,90.0,-1.0,46.0,-1.0
15000US060530133002,79.0,-1.0,37.0,-1.0
15000US060530133003,108.0,-1.0,53.0,-1.0
15000US060530133004,33.0,-1.0,17.0,-1.0
15000US060530134001,396.0,-1.0,189.0,-1.0
15000US060530135001,69.0,-1.0,36.0,-1.0
15000US060530135002,103.0,-1.0,49.0,-1.0
15000US060530135003,156.0,-1.0,66.0,-1.0
15000US060530136001,176.0,-1.0,65.0,-1.0
15000US060530136002,128.0,-1.0,60.0,-1.0
15000US060530137001,115.0,-1.0,41.0,-1.0
15000US060530137002,159.0,-1.0,50.0,-1.0
15000US060530137003,67.0,-1.0,28.0,-1.0
15000US060530138001,97.0,-1.0,41.0,-1.0
15000US060530138002,230.0,-1.0,65.0,-1.0
15000US060530138003,111.0,-1.0,32.0,-1.0
15000US060530139001,185.0,-1.0,77.0,-1.0
15000US060530139002,108.0,-1.0,43.0,-1.0
15000US060530140001,392.0,-1.0,165.0,-1.0
15000US060530141021,203.0,-1.0,75.0,-1.0
15000US060530141022,19.0,-1.0,7.0,-1.0
15000US060530141041,285.0,-1.0,0.0,-1.0
15000US060530141042,0.0,-1.0,0.0,-1.0
15000US060530141043,0.0,-1.0,0.0,-1.0
15000US060530141051,254.0,-1.0,118.0,-1.0
15000US060530141071,116.0,-1.0,51.0,-1.0
15000US060530141072,124.0,-1.0,48.0,-1.0
15000US060530141073,134.0,-1.0,41.0,-1.0
15000US060530142011,111.0,-1.0,39.0,-1.0
15000US060530142012,117.0,-1.0,47.0,-1.0
15000US060530142013,209.0,-1.0,79.0,-1.0
15000US060530142021,86.0,-1.0,36.0,-1.0
15000US060530142022,207.0,-1.0,100.0,-1.0
15000US060530143011,162.0,-1.0,79.0,-1.0
15000US060530143012,132.0,-1.0,52.0,-1.0
15000US060530143021,112.0,-1.0,60.0,-1.0
15000US060530143022,183.0,-1.0,73.0,-1.0
15000US060530145001,63.0,-1.0,22.0,-1.0
15000US060530145002,170.0,-1.0,66.0,-1.0
15000US060530145003,132.0,-1.0,42.0,-1.0
15000US060530146011,159.0,-1.0,35.0,-1.0
15000US060530146012,128.0,-1.0,43.0,-1.0
15000US060530146013,87.0,-1.0,28.0,-1.0
15000US060530147001,40.0,-1.0,17.0,-1.0
15000US060530147002,99.0,-1.0,42.0,-1.0
